group,variable,value
sem_ing_carr_act,cat_periodo,-0.03914262913300435
anio_ing_carr_act,cat_periodo,0.07031337430048222
sem_ing_carr_ori,cat_periodo,-0.043593674093436674
anio_ing_carr_ori,cat_periodo,-0.0972085730317616
FEC_NAC_ALU,cat_periodo,0.3934366987531259
GEN_ALU,cat_periodo,0.011630934681778695
MRUN,cat_periodo,0.005512610898298172
cat_periodo,cat_periodo,1.0
vigencia_carrera_VIGENTE SIN ALUMNOS NUEVOS,MRUN,0.1219937232554591
vigencia_carrera_VIGENTE CON ALUMNOS NUEVOS,MRUN,0.4847266026268989
tipo_plan_carr_Plan Regular de Continuidad,MRUN,0.02661871844615856
tipo_plan_carr_Plan Regular,MRUN,-0.005759155230309988
tipo_plan_carr_Plan Especial,MRUN,0.0030632050887820002
requisito_ingreso_Título Profesional,MRUN,0.08108711290788655
requisito_ingreso_Técnico de Nivel Superior,MRUN,0.06322684682808655
requisito_ingreso_Postítulo,MRUN,0.002102284210631345
requisito_ingreso_Plan Común,MRUN,0.018075464989112684
requisito_ingreso_Magíster,MRUN,0.00970632579858203
requisito_ingreso_Licenciatura,MRUN,0.08404687253411862
requisito_ingreso_Especialidad Médica u Odontológica,MRUN,0.0031085266899924533
requisito_ingreso_Educación Media,MRUN,0.4706669564673318
requisito_ingreso_Ciclo Básico,MRUN,0.0019740682268295146
requisito_ingreso_Bachillerato,MRUN,0.0020995164925346373
rango_edad_40 y más años,MRUN,0.009292816386482751
rango_edad_35 a 39 años,MRUN,0.007120844952900541
rango_edad_30 a 34 años,MRUN,0.00997583916719976
rango_edad_25 a 29 años,MRUN,0.008593694567273956
rango_edad_20 a 24 años,MRUN,-0.010909373469086322
rango_edad_15 a 19 años,MRUN,-0.008336946321007234
modalidad_Semipresencial,MRUN,0.015219277277361503
modalidad_Presencial,MRUN,-0.019593314516867258
modalidad_No Presencial,MRUN,0.012696466954455627
jornada_Vespertino,MRUN,0.011604447466525973
jornada_Semipresencial,MRUN,0.01063812226801622
jornada_Otro,MRUN,-0.010424756943977195
jornada_Diurno,MRUN,-0.013085660507955113
jornada_A Distancia,MRUN,0.012696466954455627
acreditada_inst_NO ACREDITADA,MRUN,0.007709969055426197
acreditada_inst_ACREDITADA,MRUN,-0.007709969055426206
acreditada_carr_NO ACREDITADA,MRUN,-0.06642397226423581
acreditada_carr_ACREDITADA,MRUN,0.06720080318006323
tipo_inst_2_Universidades Privadas,MRUN,-0.010052733728456649
tipo_inst_2_Universidades CRUCH,MRUN,-0.004880722677232991
tipo_inst_2_Universidades (* Carrera en Convenio),MRUN,
tipo_inst_2_Institutos Profesionales,MRUN,0.01895098992585232
tipo_inst_2_Centros de Formación Técnica,MRUN,-0.004047556090683672
area_conocimiento_Tecnología,MRUN,0.012056240475484287
area_conocimiento_Sin área definida,MRUN,-0.0036880877301188773
area_conocimiento_Salud,MRUN,0.0011469134437176716
area_conocimiento_Humanidades,MRUN,-0.0016379327583379655
area_conocimiento_Educación,MRUN,-0.01109795226416991
area_conocimiento_Derecho,MRUN,-0.006057112422251204
area_conocimiento_Ciencias Sociales,MRUN,-0.0013799060713093306
area_conocimiento_Ciencias Básicas,MRUN,-0.001110193932372152
area_conocimiento_Arte y Arquitectura,MRUN,-0.006913284666895357
area_conocimiento_Agropecuaria,MRUN,-0.005315107888271492
area_conocimiento_Administración y Comercio,MRUN,0.006938801365266922
region_sede_Ñuble,MRUN,-9.133629690231635e-05
region_sede_Valparaíso,MRUN,-0.003489274392455651
region_sede_Tarapacá,MRUN,-0.0006857590299400331
region_sede_Metropolitana,MRUN,0.0022061890573054875
region_sede_Maule,MRUN,-0.005532474122953349
region_sede_Magallanes,MRUN,-0.0018069398494139008
region_sede_Los Ríos,MRUN,0.00014351990206498103
region_sede_Los Lagos,MRUN,0.0032115979603848377
region_sede_Lib. Gral B. O'Higgins,MRUN,0.004740847319245184
region_sede_La Araucanía,MRUN,0.0016166152406795972
region_sede_Coquimbo,MRUN,-0.00018854405957629305
region_sede_Biobío,MRUN,-0.00031535176440597234
region_sede_Aysén,MRUN,0.002471999391600075
region_sede_Atacama,MRUN,-0.0007111389207107481
region_sede_Arica y Parinacota,MRUN,1.1210422740794574e-05
region_sede_Antofagasta,MRUN,-8.082974311432857e-05
nivel_carrera_2_Postítulo,MRUN,-0.001249123758717162
nivel_carrera_2_Magister,MRUN,0.007008199041039484
nivel_carrera_2_Doctorado,MRUN,0.0026064478752645427
nivel_carrera_2_Carreras Técnicas,MRUN,0.010792284064124151
nivel_carrera_2_Carreras Profesionales,MRUN,-0.012760638992276398
acre_inst_anio,MRUN,0.0001246052147647864
codigo_demre,MRUN,-0.005485725047991297
valor_arancel,MRUN,0.00011953383071486998
valor_matricula,MRUN,-0.0006497756482381178
dur_total_carr,MRUN,-0.003684237586537451
dur_proceso_tit,MRUN,-0.0009663633788973402
dur_estudio_carr,MRUN,-0.0035980247269478665
version,MRUN,0.0018651020102396839
cod_carrera,MRUN,0.003275962947578778
cod_sede,MRUN,0.0010111564680917381
cod_inst,MRUN,0.0004936199175562801
sem_ing_carr_act,MRUN,0.0018680194546330472
anio_ing_carr_act,MRUN,0.0015548421738861885
sem_ing_carr_ori,MRUN,0.0007388152359143424
anio_ing_carr_ori,MRUN,-0.0014187237104306598
FEC_NAC_ALU,MRUN,0.00045164077808175723
GEN_ALU,MRUN,-0.0012339219530735374
MRUN,MRUN,1.0
cat_periodo,MRUN,0.005512610898298172
vigencia_carrera_VIGENTE SIN ALUMNOS NUEVOS,GEN_ALU,0.0002783574011423994
vigencia_carrera_VIGENTE CON ALUMNOS NUEVOS,GEN_ALU,0.0021873585716976843
tipo_plan_carr_Plan Regular de Continuidad,GEN_ALU,-0.00032434785414657487
tipo_plan_carr_Plan Regular,GEN_ALU,0.010212950213557807
tipo_plan_carr_Plan Especial,GEN_ALU,-0.010229528496481628
requisito_ingreso_Título Profesional,GEN_ALU,0.0003315440171843434
requisito_ingreso_Técnico de Nivel Superior,GEN_ALU,0.0004050361005879799
requisito_ingreso_Postítulo,GEN_ALU,-0.000816487608931665
requisito_ingreso_Plan Común,GEN_ALU,-0.0003825093097699227
requisito_ingreso_Magíster,GEN_ALU,-0.0005573764645185994
requisito_ingreso_Licenciatura,GEN_ALU,-0.0008621002962342206
requisito_ingreso_Especialidad Médica u Odontológica,GEN_ALU,-0.00010055179426119584
requisito_ingreso_Educación Media,GEN_ALU,0.002157741841270048
requisito_ingreso_Ciclo Básico,GEN_ALU,-0.0004417610222431135
requisito_ingreso_Bachillerato,GEN_ALU,0.0003746433622549743
rango_edad_40 y más años,GEN_ALU,0.0003180564216581456
rango_edad_35 a 39 años,GEN_ALU,-0.00305062944596862
rango_edad_30 a 34 años,GEN_ALU,-0.00364355333985216
rango_edad_25 a 29 años,GEN_ALU,-0.007202705460817159
rango_edad_20 a 24 años,GEN_ALU,0.003490289215086159
rango_edad_15 a 19 años,GEN_ALU,0.0060673353655229965
modalidad_Semipresencial,GEN_ALU,0.004295673114590322
modalidad_Presencial,GEN_ALU,-0.010821788309552084
modalidad_No Presencial,GEN_ALU,0.010367999249934258
jornada_Vespertino,GEN_ALU,-0.023984049100336698
jornada_Semipresencial,GEN_ALU,0.005446012649955171
jornada_Otro,GEN_ALU,0.0019371833132817789
jornada_Diurno,GEN_ALU,0.01880525027760517
jornada_A Distancia,GEN_ALU,0.010367999249934258
acreditada_inst_NO ACREDITADA,GEN_ALU,0.015705898663267968
acreditada_inst_ACREDITADA,GEN_ALU,-0.015705898663267968
acreditada_carr_NO ACREDITADA,GEN_ALU,-0.005748727995441237
acreditada_carr_ACREDITADA,GEN_ALU,0.005892543535207622
tipo_inst_2_Universidades Privadas,GEN_ALU,0.017361832244771114
tipo_inst_2_Universidades CRUCH,GEN_ALU,-0.014294559289786988
tipo_inst_2_Universidades (* Carrera en Convenio),GEN_ALU,
tipo_inst_2_Institutos Profesionales,GEN_ALU,-0.006179112802519907
tipo_inst_2_Centros de Formación Técnica,GEN_ALU,0.0030995382416418404
area_conocimiento_Tecnología,GEN_ALU,-0.1095919240961281
area_conocimiento_Sin área definida,GEN_ALU,-0.0023845068477558987
area_conocimiento_Salud,GEN_ALU,0.06265339685336248
area_conocimiento_Humanidades,GEN_ALU,0.006278814110356197
area_conocimiento_Educación,GEN_ALU,0.045052178869042656
area_conocimiento_Derecho,GEN_ALU,-3.929795683264688e-05
area_conocimiento_Ciencias Sociales,GEN_ALU,0.02674219248481496
area_conocimiento_Ciencias Básicas,GEN_ALU,-0.001716251043606592
area_conocimiento_Arte y Arquitectura,GEN_ALU,-0.001993154312965367
area_conocimiento_Agropecuaria,GEN_ALU,-0.0052042342079433365
area_conocimiento_Administración y Comercio,GEN_ALU,0.0018925912794591235
region_sede_Ñuble,GEN_ALU,0.005023151980125389
region_sede_Valparaíso,GEN_ALU,-0.0014353660354651445
region_sede_Tarapacá,GEN_ALU,-0.00035918820602554984
region_sede_Metropolitana,GEN_ALU,-0.009367279364153826
region_sede_Maule,GEN_ALU,0.01089854112670334
region_sede_Magallanes,GEN_ALU,0.0009701459025588368
region_sede_Los Ríos,GEN_ALU,-0.00037164438083965676
region_sede_Los Lagos,GEN_ALU,0.006253714755789768
region_sede_Lib. Gral B. O'Higgins,GEN_ALU,5.255088906689632e-05
region_sede_La Araucanía,GEN_ALU,0.003296197381485553
region_sede_Coquimbo,GEN_ALU,0.003372273854400577
region_sede_Biobío,GEN_ALU,-0.0002806665494950888
region_sede_Aysén,GEN_ALU,0.0009415857898392473
region_sede_Atacama,GEN_ALU,-0.0015391956513699822
region_sede_Arica y Parinacota,GEN_ALU,0.0015360343485185948
region_sede_Antofagasta,GEN_ALU,-0.0016837582099667662
nivel_carrera_2_Postítulo,GEN_ALU,0.015339521312050347
nivel_carrera_2_Magister,GEN_ALU,-0.0013770697994453418
nivel_carrera_2_Doctorado,GEN_ALU,-0.0037759854464704938
nivel_carrera_2_Carreras Técnicas,GEN_ALU,0.00190839689038007
nivel_carrera_2_Carreras Profesionales,GEN_ALU,-0.005225452086979675
acre_inst_anio,GEN_ALU,-0.12471171399494645
codigo_demre,GEN_ALU,0.02544075762914795
valor_arancel,GEN_ALU,-0.035369861808692685
valor_matricula,GEN_ALU,-0.05898697045549275
dur_total_carr,GEN_ALU,-0.008327331973583714
dur_proceso_tit,GEN_ALU,0.04369855894772485
dur_estudio_carr,GEN_ALU,-0.008600811578994153
version,GEN_ALU,-0.002446920675217093
cod_carrera,GEN_ALU,-0.019416405953385618
cod_sede,GEN_ALU,-0.03683159253438372
cod_inst,GEN_ALU,-0.027825363673142117
sem_ing_carr_act,GEN_ALU,-0.016790552454601843
anio_ing_carr_act,GEN_ALU,0.005200854988728964
sem_ing_carr_ori,GEN_ALU,-0.006205804772676805
anio_ing_carr_ori,GEN_ALU,-0.042974735550682513
FEC_NAC_ALU,GEN_ALU,0.01272775153576136
GEN_ALU,GEN_ALU,1.0
MRUN,GEN_ALU,-0.0012339219530735374
cat_periodo,GEN_ALU,0.011630934681778695
vigencia_carrera_VIGENTE SIN ALUMNOS NUEVOS,FEC_NAC_ALU,0.017862601455592143
vigencia_carrera_VIGENTE CON ALUMNOS NUEVOS,FEC_NAC_ALU,0.0751729235051576
tipo_plan_carr_Plan Regular de Continuidad,FEC_NAC_ALU,0.0035528003788639407
tipo_plan_carr_Plan Regular,FEC_NAC_ALU,0.0638922669662667
tipo_plan_carr_Plan Especial,FEC_NAC_ALU,-0.06456649062650037
requisito_ingreso_Título Profesional,FEC_NAC_ALU,0.012865948702985044
requisito_ingreso_Técnico de Nivel Superior,FEC_NAC_ALU,0.009398894509417432
requisito_ingreso_Postítulo,FEC_NAC_ALU,0.0007045624042850472
requisito_ingreso_Plan Común,FEC_NAC_ALU,0.0026477569463482322
requisito_ingreso_Magíster,FEC_NAC_ALU,0.0012961513630769062
requisito_ingreso_Licenciatura,FEC_NAC_ALU,0.013458390271844922
requisito_ingreso_Especialidad Médica u Odontológica,FEC_NAC_ALU,0.0015050246528816535
requisito_ingreso_Educación Media,FEC_NAC_ALU,0.0725971596305892
requisito_ingreso_Ciclo Básico,FEC_NAC_ALU,-0.00017349187953534046
requisito_ingreso_Bachillerato,FEC_NAC_ALU,0.0010089952027158558
rango_edad_40 y más años,FEC_NAC_ALU,-0.1717329290282527
rango_edad_35 a 39 años,FEC_NAC_ALU,-0.09659615044529823
rango_edad_30 a 34 años,FEC_NAC_ALU,-0.08037755956064144
rango_edad_25 a 29 años,FEC_NAC_ALU,-0.04730025060053415
rango_edad_20 a 24 años,FEC_NAC_ALU,0.0926966455970354
rango_edad_15 a 19 años,FEC_NAC_ALU,0.10412127950584213
modalidad_Semipresencial,FEC_NAC_ALU,-0.01926294202696001
modalidad_Presencial,FEC_NAC_ALU,0.06162389574052516
modalidad_No Presencial,FEC_NAC_ALU,-0.06328265455477401
jornada_Vespertino,FEC_NAC_ALU,-0.07929730961363825
jornada_Semipresencial,FEC_NAC_ALU,-0.01902119805058831
jornada_Otro,FEC_NAC_ALU,-0.044255251495249164
jornada_Diurno,FEC_NAC_ALU,0.10861433602436553
jornada_A Distancia,FEC_NAC_ALU,-0.06328265455477401
acreditada_inst_NO ACREDITADA,FEC_NAC_ALU,-0.05301281995684761
acreditada_inst_ACREDITADA,FEC_NAC_ALU,0.05301281995684761
acreditada_carr_NO ACREDITADA,FEC_NAC_ALU,-0.042642100938920124
acreditada_carr_ACREDITADA,FEC_NAC_ALU,0.043492324839124526
tipo_inst_2_Universidades Privadas,FEC_NAC_ALU,-0.006346130543136914
tipo_inst_2_Universidades CRUCH,FEC_NAC_ALU,0.013127147197065543
tipo_inst_2_Universidades (* Carrera en Convenio),FEC_NAC_ALU,
tipo_inst_2_Institutos Profesionales,FEC_NAC_ALU,-0.006088404116602189
tipo_inst_2_Centros de Formación Técnica,FEC_NAC_ALU,-0.000937178242745394
area_conocimiento_Tecnología,FEC_NAC_ALU,0.01221599411129967
area_conocimiento_Sin área definida,FEC_NAC_ALU,0.0025107083179958657
area_conocimiento_Salud,FEC_NAC_ALU,0.018417010255767488
area_conocimiento_Humanidades,FEC_NAC_ALU,-0.006586530460590164
area_conocimiento_Educación,FEC_NAC_ALU,-0.013966583227877808
area_conocimiento_Derecho,FEC_NAC_ALU,-0.009383614588513384
area_conocimiento_Ciencias Sociales,FEC_NAC_ALU,-0.010953779477810031
area_conocimiento_Ciencias Básicas,FEC_NAC_ALU,0.007617885200323374
area_conocimiento_Arte y Arquitectura,FEC_NAC_ALU,0.013068316834263865
area_conocimiento_Agropecuaria,FEC_NAC_ALU,0.004169423444110781
area_conocimiento_Administración y Comercio,FEC_NAC_ALU,-0.017118103056376097
region_sede_Ñuble,FEC_NAC_ALU,0.0032213420923730978
region_sede_Valparaíso,FEC_NAC_ALU,0.009279120843490892
region_sede_Tarapacá,FEC_NAC_ALU,-0.0022682852980663703
region_sede_Metropolitana,FEC_NAC_ALU,-0.008223593739963439
region_sede_Maule,FEC_NAC_ALU,-0.018026243511358564
region_sede_Magallanes,FEC_NAC_ALU,0.0019353459233546848
region_sede_Los Ríos,FEC_NAC_ALU,0.005199871394194919
region_sede_Los Lagos,FEC_NAC_ALU,0.0017429089440491805
region_sede_Lib. Gral B. O'Higgins,FEC_NAC_ALU,0.001486627198186981
region_sede_La Araucanía,FEC_NAC_ALU,0.007614462424612709
region_sede_Coquimbo,FEC_NAC_ALU,0.005988923795976569
region_sede_Biobío,FEC_NAC_ALU,0.007158015877198008
region_sede_Aysén,FEC_NAC_ALU,-0.0011020696871622275
region_sede_Atacama,FEC_NAC_ALU,0.0024646254670817203
region_sede_Arica y Parinacota,FEC_NAC_ALU,-0.0023569541761412588
region_sede_Antofagasta,FEC_NAC_ALU,-0.007019766278263494
nivel_carrera_2_Postítulo,FEC_NAC_ALU,-0.060770584351205637
nivel_carrera_2_Magister,FEC_NAC_ALU,-0.06727598647382486
nivel_carrera_2_Doctorado,FEC_NAC_ALU,-0.022692756819827426
nivel_carrera_2_Carreras Técnicas,FEC_NAC_ALU,-0.0005984730674247435
nivel_carrera_2_Carreras Profesionales,FEC_NAC_ALU,0.045456157386659764
acre_inst_anio,FEC_NAC_ALU,0.13857000538437225
codigo_demre,FEC_NAC_ALU,0.2648982533964392
valor_arancel,FEC_NAC_ALU,0.2576412461809809
valor_matricula,FEC_NAC_ALU,0.2115705105774419
dur_total_carr,FEC_NAC_ALU,0.22428238458919825
dur_proceso_tit,FEC_NAC_ALU,-0.06550098193057204
dur_estudio_carr,FEC_NAC_ALU,0.2429687570258701
version,FEC_NAC_ALU,-0.030903201255130627
cod_carrera,FEC_NAC_ALU,-0.07717185817212419
cod_sede,FEC_NAC_ALU,0.03531144215775932
cod_inst,FEC_NAC_ALU,-0.008562832008181226
sem_ing_carr_act,FEC_NAC_ALU,-0.1376911481068081
anio_ing_carr_act,FEC_NAC_ALU,-0.00437833806608415
sem_ing_carr_ori,FEC_NAC_ALU,-0.15675421359188754
anio_ing_carr_ori,FEC_NAC_ALU,-0.09106040092832064
FEC_NAC_ALU,FEC_NAC_ALU,1.0
GEN_ALU,FEC_NAC_ALU,0.01272775153576136
MRUN,FEC_NAC_ALU,0.00045164077808175723
cat_periodo,FEC_NAC_ALU,0.3934366987531259
vigencia_carrera_VIGENTE SIN ALUMNOS NUEVOS,anio_ing_carr_ori,-0.0019624815422960218
vigencia_carrera_VIGENTE CON ALUMNOS NUEVOS,anio_ing_carr_ori,-0.008394194941177817
tipo_plan_carr_Plan Regular de Continuidad,anio_ing_carr_ori,-0.0009221836181226617
tipo_plan_carr_Plan Regular,anio_ing_carr_ori,0.006575164535933468
tipo_plan_carr_Plan Especial,anio_ing_carr_ori,-0.006512992089985547
requisito_ingreso_Título Profesional,anio_ing_carr_ori,-0.0011724839868542515
requisito_ingreso_Técnico de Nivel Superior,anio_ing_carr_ori,-0.0013114550472597536
requisito_ingreso_Postítulo,anio_ing_carr_ori,-0.00031858007306221513
requisito_ingreso_Plan Común,anio_ing_carr_ori,-0.000493132269318352
requisito_ingreso_Magíster,anio_ing_carr_ori,0.00026543745206299103
requisito_ingreso_Licenciatura,anio_ing_carr_ori,-0.0013392202012111475
requisito_ingreso_Especialidad Médica u Odontológica,anio_ing_carr_ori,0.0001747178988810977
requisito_ingreso_Educación Media,anio_ing_carr_ori,-0.008186535281285623
requisito_ingreso_Ciclo Básico,anio_ing_carr_ori,-0.0003065681608805094
requisito_ingreso_Bachillerato,anio_ing_carr_ori,-0.0002639164655359587
rango_edad_40 y más años,anio_ing_carr_ori,0.0013891261788723194
rango_edad_35 a 39 años,anio_ing_carr_ori,0.004509682952856648
rango_edad_30 a 34 años,anio_ing_carr_ori,0.007714391421515977
rango_edad_25 a 29 años,anio_ing_carr_ori,0.02016032088936945
rango_edad_20 a 24 años,anio_ing_carr_ori,0.0008932082121648036
rango_edad_15 a 19 años,anio_ing_carr_ori,-0.028026580648216982
modalidad_Semipresencial,anio_ing_carr_ori,0.0009841579341372275
modalidad_Presencial,anio_ing_carr_ori,-0.003488895205956969
modalidad_No Presencial,anio_ing_carr_ori,0.0036693916747706783
jornada_Vespertino,anio_ing_carr_ori,0.015687807904555925
jornada_Semipresencial,anio_ing_carr_ori,-0.0030897843700163317
jornada_Otro,anio_ing_carr_ori,0.015361474165114318
jornada_Diurno,anio_ing_carr_ori,-0.019987668987129743
jornada_A Distancia,anio_ing_carr_ori,0.0036693916747706783
acreditada_inst_NO ACREDITADA,anio_ing_carr_ori,-0.012090922195310268
acreditada_inst_ACREDITADA,anio_ing_carr_ori,0.012090922195310268
acreditada_carr_NO ACREDITADA,anio_ing_carr_ori,0.019162632263925942
acreditada_carr_ACREDITADA,anio_ing_carr_ori,-0.01898928534239517
tipo_inst_2_Universidades Privadas,anio_ing_carr_ori,0.024722422205869447
tipo_inst_2_Universidades CRUCH,anio_ing_carr_ori,-0.029055626307054883
tipo_inst_2_Universidades (* Carrera en Convenio),anio_ing_carr_ori,
tipo_inst_2_Institutos Profesionales,anio_ing_carr_ori,0.0101228111697483
tipo_inst_2_Centros de Formación Técnica,anio_ing_carr_ori,-0.008490725627092313
area_conocimiento_Tecnología,anio_ing_carr_ori,0.02335221527580624
area_conocimiento_Sin área definida,anio_ing_carr_ori,-0.0011617229988758466
area_conocimiento_Salud,anio_ing_carr_ori,-0.02041936437576874
area_conocimiento_Humanidades,anio_ing_carr_ori,0.0002405847323642605
area_conocimiento_Educación,anio_ing_carr_ori,-0.010107699536758994
area_conocimiento_Derecho,anio_ing_carr_ori,-0.003216834192395313
area_conocimiento_Ciencias Sociales,anio_ing_carr_ori,-0.0031072451472646864
area_conocimiento_Ciencias Básicas,anio_ing_carr_ori,-0.006688677025490238
area_conocimiento_Arte y Arquitectura,anio_ing_carr_ori,-0.005205999188632599
area_conocimiento_Agropecuaria,anio_ing_carr_ori,-0.00034065036941113223
area_conocimiento_Administración y Comercio,anio_ing_carr_ori,0.01322334638788291
region_sede_Ñuble,anio_ing_carr_ori,0.0044366932122175545
region_sede_Valparaíso,anio_ing_carr_ori,-0.00896526126550089
region_sede_Tarapacá,anio_ing_carr_ori,0.0018305178497732039
region_sede_Metropolitana,anio_ing_carr_ori,0.00018430057647944183
region_sede_Maule,anio_ing_carr_ori,-0.0012587655017196626
region_sede_Magallanes,anio_ing_carr_ori,0.011887010012616892
region_sede_Los Ríos,anio_ing_carr_ori,-0.000710825329877861
region_sede_Los Lagos,anio_ing_carr_ori,-0.004689262705378924
region_sede_Lib. Gral B. O'Higgins,anio_ing_carr_ori,0.002959777602467897
region_sede_La Araucanía,anio_ing_carr_ori,-0.0022423001873701463
region_sede_Coquimbo,anio_ing_carr_ori,0.010455848990854109
region_sede_Biobío,anio_ing_carr_ori,-0.004979197453154999
region_sede_Aysén,anio_ing_carr_ori,0.00238573951493545
region_sede_Atacama,anio_ing_carr_ori,0.0015671081393976206
region_sede_Arica y Parinacota,anio_ing_carr_ori,-0.004835822965726342
region_sede_Antofagasta,anio_ing_carr_ori,0.011380136951632544
nivel_carrera_2_Postítulo,anio_ing_carr_ori,-0.009526024963631604
nivel_carrera_2_Magister,anio_ing_carr_ori,-0.010359055951721272
nivel_carrera_2_Doctorado,anio_ing_carr_ori,-0.003342607186833352
nivel_carrera_2_Carreras Técnicas,anio_ing_carr_ori,-0.018853131590194583
nivel_carrera_2_Carreras Profesionales,anio_ing_carr_ori,0.024833376205056604
acre_inst_anio,anio_ing_carr_ori,-0.010073831110097388
codigo_demre,anio_ing_carr_ori,0.048027018113763
valor_arancel,anio_ing_carr_ori,-0.07809861219114414
valor_matricula,anio_ing_carr_ori,0.024451688814812127
dur_total_carr,anio_ing_carr_ori,0.012185948491422098
dur_proceso_tit,anio_ing_carr_ori,-0.024470774601055657
