group,variable,value
rango_edad_15 a 19 años,tipo_inst_3_Universidades Privadas,-0.07243655628950191
rango_edad_15 a 19 años,tipo_inst_3_Universidades Privadas CRUCH,0.07891984485650778
rango_edad_15 a 19 años,jornada_A Distancia,-0.04351266481102772
rango_edad_15 a 19 años,jornada_Diurno,0.1990760703862368
rango_edad_15 a 19 años,jornada_Otro,-0.03063832313190791
rango_edad_15 a 19 años,jornada_Semipresencial,-0.027501146970523117
rango_edad_15 a 19 años,jornada_Vespertino,-0.18274362657868085
rango_edad_15 a 19 años,tipo_plan_carr_Plan Especial,-0.07605694742403349
rango_edad_15 a 19 años,tipo_plan_carr_Plan Regular,0.08142792629033761
rango_edad_15 a 19 años,tipo_plan_carr_Plan Regular de Continuidad,-0.02801668221659721
rango_edad_15 a 19 años,dur_estudio_carr,0.04704256579010635
rango_edad_15 a 19 años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",0.09828865102187374
rango_edad_15 a 19 años,nivel_carrera_1_Licenciatura No Conducente a Título,0.014884201102156743
rango_edad_15 a 19 años,nivel_carrera_1_Profesional Con Licenciatura,0.0830182463002855
rango_edad_15 a 19 años,nivel_carrera_1_Profesional Sin Licenciatura,-0.13325712312313953
rango_edad_15 a 19 años,nivel_carrera_1_Técnico de Nivel Superior,0.016787619468273323
rango_edad_15 a 19 años,oecd_area_Agricultura,0.004929076566182399
rango_edad_15 a 19 años,oecd_area_Ciencias,0.013493801873852893
rango_edad_15 a 19 años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",-0.05030233182304183
rango_edad_15 a 19 años,oecd_area_Educación,-0.014747801878757108
rango_edad_15 a 19 años,oecd_area_Humanidades y Artes,0.015787241971718827
rango_edad_15 a 19 años,"oecd_area_Ingeniería, Industria y Construcción",0.0015818701161194055
rango_edad_15 a 19 años,oecd_area_Salud y Servicios Sociales,0.02927895091857848
rango_edad_15 a 19 años,oecd_area_Servicios,-0.018565152117293593
rango_edad_15 a 19 años,oecd_area_Sin área definida,0.006714022574978668
rango_edad_15 a 19 años,acreditada_carr_False,-0.002378968215006074
rango_edad_15 a 19 años,acreditada_carr_True,0.002538890883185059
rango_edad_15 a 19 años,acreditada_inst,0.07466438434977399
rango_edad_15 a 19 años,anio_en_carr_actual,-0.025080276598675937
rango_edad_15 a 19 años,Class,-0.0628518756997579
rango_edad_20 a 24 años,GEN_ALU,0.016438765023977668
rango_edad_20 a 24 años,rango_edad_15 a 19 años,-0.39889147553969406
rango_edad_20 a 24 años,rango_edad_20 a 24 años,1.0
rango_edad_20 a 24 años,rango_edad_25 a 29 años,-0.5071775951024187
rango_edad_20 a 24 años,rango_edad_30 a 34 años,-0.29178296070730847
rango_edad_20 a 24 años,rango_edad_35 a 39 años,-0.2012625290946499
rango_edad_20 a 24 años,rango_edad_40 y más años,-0.19890495846636555
rango_edad_20 a 24 años,tipo_inst_3_Centros de Formación Técnica,-0.03370463220944009
rango_edad_20 a 24 años,tipo_inst_3_Institutos Profesionales,-0.0588385971859255
rango_edad_20 a 24 años,tipo_inst_3_Universidades Estatales CRUCH,0.05884299307851554
rango_edad_20 a 24 años,tipo_inst_3_Universidades Privadas,-0.025940897891568337
rango_edad_20 a 24 años,tipo_inst_3_Universidades Privadas CRUCH,0.07291734401034443
rango_edad_20 a 24 años,jornada_A Distancia,-0.10045458587515466
rango_edad_20 a 24 años,jornada_Diurno,0.26547924086840696
rango_edad_20 a 24 años,jornada_Otro,-0.057644829783690496
rango_edad_20 a 24 años,jornada_Semipresencial,-0.05274925943043964
rango_edad_20 a 24 años,jornada_Vespertino,-0.22806565384726624
rango_edad_20 a 24 años,tipo_plan_carr_Plan Especial,-0.14425195652297104
rango_edad_20 a 24 años,tipo_plan_carr_Plan Regular,0.12785806270367964
rango_edad_20 a 24 años,tipo_plan_carr_Plan Regular de Continuidad,0.021188177680264698
rango_edad_20 a 24 años,dur_estudio_carr,0.1244397691668043
rango_edad_20 a 24 años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.020884577573087645
rango_edad_20 a 24 años,nivel_carrera_1_Licenciatura No Conducente a Título,0.007740290650827899
rango_edad_20 a 24 años,nivel_carrera_1_Profesional Con Licenciatura,0.09662541461543488
rango_edad_20 a 24 años,nivel_carrera_1_Profesional Sin Licenciatura,-0.05688940113510663
rango_edad_20 a 24 años,nivel_carrera_1_Técnico de Nivel Superior,-0.052950211164492
rango_edad_20 a 24 años,oecd_area_Agricultura,0.014743112985633317
rango_edad_20 a 24 años,oecd_area_Ciencias,-0.0017128637580789707
rango_edad_20 a 24 años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",-0.05990276560877944
rango_edad_20 a 24 años,oecd_area_Educación,0.01145104293938032
rango_edad_20 a 24 años,oecd_area_Humanidades y Artes,0.03767459117653897
rango_edad_20 a 24 años,"oecd_area_Ingeniería, Industria y Construcción",0.00880008051297893
rango_edad_20 a 24 años,oecd_area_Salud y Servicios Sociales,0.011031718152707587
rango_edad_20 a 24 años,oecd_area_Servicios,-0.007789074821599738
rango_edad_20 a 24 años,oecd_area_Sin área definida,0.004259555437082238
rango_edad_20 a 24 años,acreditada_carr_False,-0.09947575316886048
rango_edad_20 a 24 años,acreditada_carr_True,0.09994484664470821
rango_edad_20 a 24 años,acreditada_inst,0.13770835471782394
rango_edad_20 a 24 años,anio_en_carr_actual,-0.016012778511804188
rango_edad_20 a 24 años,Class,0.018401777360010963
rango_edad_25 a 29 años,GEN_ALU,-0.0340712075533108
rango_edad_25 a 29 años,rango_edad_15 a 19 años,-0.20518620158796952
rango_edad_25 a 29 años,rango_edad_20 a 24 años,-0.5071775951024187
rango_edad_25 a 29 años,rango_edad_25 a 29 años,1.0
rango_edad_25 a 29 años,rango_edad_30 a 34 años,-0.15009054108795097
rango_edad_25 a 29 años,rango_edad_35 a 39 años,-0.10352764197671449
rango_edad_25 a 29 años,rango_edad_40 y más años,-0.10231492876978707
rango_edad_25 a 29 años,tipo_inst_3_Centros de Formación Técnica,0.004211839375174593
rango_edad_25 a 29 años,tipo_inst_3_Institutos Profesionales,0.04720821463880339
rango_edad_25 a 29 años,tipo_inst_3_Universidades Estatales CRUCH,-0.06334929855887225
rango_edad_25 a 29 años,tipo_inst_3_Universidades Privadas,0.048733521631355
rango_edad_25 a 29 años,tipo_inst_3_Universidades Privadas CRUCH,-0.05396436012788378
rango_edad_25 a 29 años,jornada_A Distancia,-0.004691944497969168
rango_edad_25 a 29 años,jornada_Diurno,-0.1405569393655377
rango_edad_25 a 29 años,jornada_Otro,0.010678316929421672
rango_edad_25 a 29 años,jornada_Semipresencial,0.007698041840445516
rango_edad_25 a 29 años,jornada_Vespertino,0.14123931410017537
rango_edad_25 a 29 años,tipo_plan_carr_Plan Especial,0.029440677301036503
rango_edad_25 a 29 años,tipo_plan_carr_Plan Regular,-0.02982072419038178
rango_edad_25 a 29 años,tipo_plan_carr_Plan Regular de Continuidad,0.0060941422607468125
rango_edad_25 a 29 años,dur_estudio_carr,-0.030900823933443563
rango_edad_25 a 29 años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.031374701118686656
rango_edad_25 a 29 años,nivel_carrera_1_Licenciatura No Conducente a Título,-0.01185807013962081
rango_edad_25 a 29 años,nivel_carrera_1_Profesional Con Licenciatura,-0.050641525013130614
rango_edad_25 a 29 años,nivel_carrera_1_Profesional Sin Licenciatura,0.0683555313888746
rango_edad_25 a 29 años,nivel_carrera_1_Técnico de Nivel Superior,-0.0015731940188314277
rango_edad_25 a 29 años,oecd_area_Agricultura,0.008278128144331957
rango_edad_25 a 29 años,oecd_area_Ciencias,0.007898671480898992
rango_edad_25 a 29 años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",0.009312751190151786
rango_edad_25 a 29 años,oecd_area_Educación,0.010778388088508332
rango_edad_25 a 29 años,oecd_area_Humanidades y Artes,-0.01216949140949362
rango_edad_25 a 29 años,"oecd_area_Ingeniería, Industria y Construcción",0.0054388954976936545
rango_edad_25 a 29 años,oecd_area_Salud y Servicios Sociales,-0.013564600400580022
rango_edad_25 a 29 años,oecd_area_Servicios,0.008541448230752001
rango_edad_25 a 29 años,oecd_area_Sin área definida,-0.006174476613851669
rango_edad_25 a 29 años,acreditada_carr_False,0.008788797237989697
rango_edad_25 a 29 años,acreditada_carr_True,-0.00888170510532835
rango_edad_25 a 29 años,acreditada_inst,-0.043615071369835064
rango_edad_25 a 29 años,anio_en_carr_actual,0.012549835497408362
rango_edad_25 a 29 años,Class,0.006541731810110968
rango_edad_30 a 34 años,GEN_ALU,-0.016441770449106892
rango_edad_30 a 34 años,rango_edad_15 a 19 años,-0.11804511472261009
rango_edad_30 a 34 años,rango_edad_20 a 24 años,-0.29178296070730847
rango_edad_30 a 34 años,rango_edad_25 a 29 años,-0.15009054108795097
rango_edad_30 a 34 años,rango_edad_30 a 34 años,1.0
rango_edad_30 a 34 años,rango_edad_35 a 39 años,-0.05956020570050671
rango_edad_30 a 34 años,rango_edad_40 y más años,-0.05886252296893241
rango_edad_30 a 34 años,tipo_inst_3_Centros de Formación Técnica,0.02624479401101418
rango_edad_30 a 34 años,tipo_inst_3_Institutos Profesionales,0.07299224734874604
rango_edad_30 a 34 años,tipo_inst_3_Universidades Estatales CRUCH,-0.07312652089357999
rango_edad_30 a 34 años,tipo_inst_3_Universidades Privadas,0.03096637153349111
rango_edad_30 a 34 años,tipo_inst_3_Universidades Privadas CRUCH,-0.07500878571612397
rango_edad_30 a 34 años,jornada_A Distancia,0.07017311161990757
rango_edad_30 a 34 años,jornada_Diurno,-0.24242882021933868
rango_edad_30 a 34 años,jornada_Otro,0.052223908300269135
rango_edad_30 a 34 años,jornada_Semipresencial,0.04200847895217189
rango_edad_30 a 34 años,jornada_Vespertino,0.2143830481235099
rango_edad_30 a 34 años,tipo_plan_carr_Plan Especial,0.11372183243242787
rango_edad_30 a 34 años,tipo_plan_carr_Plan Regular,-0.1039403545479928
rango_edad_30 a 34 años,tipo_plan_carr_Plan Regular de Continuidad,-0.007916013133517735
rango_edad_30 a 34 años,dur_estudio_carr,-0.10630963267922386
rango_edad_30 a 34 años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.01999523940192468
rango_edad_30 a 34 años,nivel_carrera_1_Licenciatura No Conducente a Título,-0.009797171940747878
rango_edad_30 a 34 años,nivel_carrera_1_Profesional Con Licenciatura,-0.10136934965442752
rango_edad_30 a 34 años,nivel_carrera_1_Profesional Sin Licenciatura,0.08574578730334133
rango_edad_30 a 34 años,nivel_carrera_1_Técnico de Nivel Superior,0.03711623701442433
rango_edad_30 a 34 años,oecd_area_Agricultura,-0.01753723113244095
rango_edad_30 a 34 años,oecd_area_Ciencias,-0.002710488014180847
rango_edad_30 a 34 años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",0.05769595518551255
rango_edad_30 a 34 años,oecd_area_Educación,-0.001960850079592981
rango_edad_30 a 34 años,oecd_area_Humanidades y Artes,-0.03113700073007659
rango_edad_30 a 34 años,"oecd_area_Ingeniería, Industria y Construcción",-0.008497352055005212
rango_edad_30 a 34 años,oecd_area_Salud y Servicios Sociales,-0.01737659531748693
rango_edad_30 a 34 años,oecd_area_Servicios,0.018204472200670885
rango_edad_30 a 34 años,oecd_area_Sin área definida,-0.0037093093019007024
rango_edad_30 a 34 años,acreditada_carr_False,0.06615784902422382
rango_edad_30 a 34 años,acreditada_carr_True,-0.06638464314512618
rango_edad_30 a 34 años,acreditada_inst,-0.10474003121962641
rango_edad_30 a 34 años,anio_en_carr_actual,0.019515649396179443
rango_edad_30 a 34 años,Class,0.021586518707134367
rango_edad_35 a 39 años,GEN_ALU,-0.013626052404891714
rango_edad_35 a 39 años,rango_edad_15 a 19 años,-0.08142373453513313
rango_edad_35 a 39 años,rango_edad_20 a 24 años,-0.2012625290946499
rango_edad_35 a 39 años,rango_edad_25 a 29 años,-0.10352764197671449
rango_edad_35 a 39 años,rango_edad_30 a 34 años,-0.05956020570050671
rango_edad_35 a 39 años,rango_edad_35 a 39 años,1.0
rango_edad_35 a 39 años,rango_edad_40 y más años,-0.04060148067726687
rango_edad_35 a 39 años,tipo_inst_3_Centros de Formación Técnica,0.023090393672116603
rango_edad_35 a 39 años,tipo_inst_3_Institutos Profesionales,0.04682815786425935
rango_edad_35 a 39 años,tipo_inst_3_Universidades Estatales CRUCH,-0.04857770879984678
rango_edad_35 a 39 años,tipo_inst_3_Universidades Privadas,0.022884595917754675
rango_edad_35 a 39 años,tipo_inst_3_Universidades Privadas CRUCH,-0.055418453871941824
rango_edad_35 a 39 años,jornada_A Distancia,0.08942687575877867
rango_edad_35 a 39 años,jornada_Diurno,-0.20145867872486595
rango_edad_35 a 39 años,jornada_Otro,0.06095467110053675
rango_edad_35 a 39 años,jornada_Semipresencial,0.04313169934433573
rango_edad_35 a 39 años,jornada_Vespertino,0.1662699721136883
rango_edad_35 a 39 años,tipo_plan_carr_Plan Especial,0.12670792346152257
rango_edad_35 a 39 años,tipo_plan_carr_Plan Regular,-0.11755396004612786
rango_edad_35 a 39 años,tipo_plan_carr_Plan Regular de Continuidad,-0.003942003906994866
rango_edad_35 a 39 años,dur_estudio_carr,-0.09445435915693438
rango_edad_35 a 39 años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.014063507817659414
rango_edad_35 a 39 años,nivel_carrera_1_Licenciatura No Conducente a Título,-0.006749617038605825
rango_edad_35 a 39 años,nivel_carrera_1_Profesional Con Licenciatura,-0.07820368491565552
rango_edad_35 a 39 años,nivel_carrera_1_Profesional Sin Licenciatura,0.06447290942705666
rango_edad_35 a 39 años,nivel_carrera_1_Técnico de Nivel Superior,0.029884185542822142
rango_edad_35 a 39 años,oecd_area_Agricultura,-0.019241333684341777
rango_edad_35 a 39 años,oecd_area_Ciencias,-0.009941542675038375
rango_edad_35 a 39 años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",0.05898294394912293
rango_edad_35 a 39 años,oecd_area_Educación,-0.011795010987450982
rango_edad_35 a 39 años,oecd_area_Humanidades y Artes,-0.028764167425893952
rango_edad_35 a 39 años,"oecd_area_Ingeniería, Industria y Construcción",-0.00567311548346717
rango_edad_35 a 39 años,oecd_area_Salud y Servicios Sociales,-0.01654653140059516
rango_edad_35 a 39 años,oecd_area_Servicios,0.011143212792988709
rango_edad_35 a 39 años,oecd_area_Sin área definida,-0.0025535042689627525
rango_edad_35 a 39 años,acreditada_carr_False,0.06783847663874225
rango_edad_35 a 39 años,acreditada_carr_True,-0.0682147495183877
rango_edad_35 a 39 años,acreditada_inst,-0.1056551091437931
rango_edad_35 a 39 años,anio_en_carr_actual,0.01495152414572256
rango_edad_35 a 39 años,Class,0.013547298126722045
rango_edad_40 y más años,GEN_ALU,-0.007392368500160011
rango_edad_40 y más años,rango_edad_15 a 19 años,-0.08046994445002924
rango_edad_40 y más años,rango_edad_20 a 24 años,-0.19890495846636555
rango_edad_40 y más años,rango_edad_25 a 29 años,-0.10231492876978707
rango_edad_40 y más años,rango_edad_30 a 34 años,-0.05886252296893241
rango_edad_40 y más años,rango_edad_35 a 39 años,-0.04060148067726687
rango_edad_40 y más años,rango_edad_40 y más años,1.0
rango_edad_40 y más años,tipo_inst_3_Centros de Formación Técnica,0.02680140155023576
rango_edad_40 y más años,tipo_inst_3_Institutos Profesionales,0.03953521278225105
rango_edad_40 y más años,tipo_inst_3_Universidades Estatales CRUCH,-0.04767228877588151
rango_edad_40 y más años,tipo_inst_3_Universidades Privadas,0.028480805771862308
rango_edad_40 y más años,tipo_inst_3_Universidades Privadas CRUCH,-0.05660516816368644
rango_edad_40 y más años,jornada_A Distancia,0.15967050244478453
rango_edad_40 y más años,jornada_Diurno,-0.20670957246802968
rango_edad_40 y más años,jornada_Otro,0.047318207471960694
rango_edad_40 y más años,jornada_Semipresencial,0.06755752919096135
rango_edad_40 y más años,jornada_Vespertino,0.15379575179721944
rango_edad_40 y más años,tipo_plan_carr_Plan Especial,0.16023363568026225
rango_edad_40 y más años,tipo_plan_carr_Plan Regular,-0.14960018067140438
rango_edad_40 y más años,tipo_plan_carr_Plan Regular de Continuidad,-0.002349411141365424
rango_edad_40 y más años,dur_estudio_carr,-0.09785796069395374
rango_edad_40 y más años,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.013962989762426183
rango_edad_40 y más años,nivel_carrera_1_Licenciatura No Conducente a Título,-0.0012268459187282563
rango_edad_40 y más años,nivel_carrera_1_Profesional Con Licenciatura,-0.07243859007061934
rango_edad_40 y más años,nivel_carrera_1_Profesional Sin Licenciatura,0.05793093453419964
rango_edad_40 y más años,nivel_carrera_1_Técnico de Nivel Superior,0.028467567396608245
rango_edad_40 y más años,oecd_area_Agricultura,-0.020407041667577144
rango_edad_40 y más años,oecd_area_Ciencias,-0.022424820824503627
rango_edad_40 y más años,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",0.08583844349352286
rango_edad_40 y más años,oecd_area_Educación,-0.011220607475442793
rango_edad_40 y más años,oecd_area_Humanidades y Artes,-0.028245337118933532
rango_edad_40 y más años,"oecd_area_Ingeniería, Industria y Construcción",-0.0193713037209057
rango_edad_40 y más años,oecd_area_Salud y Servicios Sociales,-0.011370655927022088
rango_edad_40 y más años,oecd_area_Servicios,-0.0011249680249296088
rango_edad_40 y más años,oecd_area_Sin área definida,-0.002326502978303535
rango_edad_40 y más años,acreditada_carr_False,0.0823565891852185
rango_edad_40 y más años,acreditada_carr_True,-0.08295587843504112
rango_edad_40 y más años,acreditada_inst,-0.14577635033283268
rango_edad_40 y más años,anio_en_carr_actual,0.018246020656111427
rango_edad_40 y más años,Class,0.007525279258400202
tipo_inst_3_Centros de Formación Técnica,GEN_ALU,0.008415675774009005
tipo_inst_3_Centros de Formación Técnica,rango_edad_15 a 19 años,-0.004640488623575821
tipo_inst_3_Centros de Formación Técnica,rango_edad_20 a 24 años,-0.03370463220944009
tipo_inst_3_Centros de Formación Técnica,rango_edad_25 a 29 años,0.004211839375174593
tipo_inst_3_Centros de Formación Técnica,rango_edad_30 a 34 años,0.02624479401101418
tipo_inst_3_Centros de Formación Técnica,rango_edad_35 a 39 años,0.023090393672116603
tipo_inst_3_Centros de Formación Técnica,rango_edad_40 y más años,0.02680140155023576
tipo_inst_3_Centros de Formación Técnica,tipo_inst_3_Centros de Formación Técnica,1.0
tipo_inst_3_Centros de Formación Técnica,tipo_inst_3_Institutos Profesionales,-0.22300871516606144
tipo_inst_3_Centros de Formación Técnica,tipo_inst_3_Universidades Estatales CRUCH,-0.1700822954051292
tipo_inst_3_Centros de Formación Técnica,tipo_inst_3_Universidades Privadas,-0.1757142548547397
tipo_inst_3_Centros de Formación Técnica,tipo_inst_3_Universidades Privadas CRUCH,-0.11884120978966206
tipo_inst_3_Centros de Formación Técnica,jornada_A Distancia,-0.01758237001750589
tipo_inst_3_Centros de Formación Técnica,jornada_Diurno,-0.12696845493917228
tipo_inst_3_Centros de Formación Técnica,jornada_Otro,-0.013449939124225414
tipo_inst_3_Centros de Formación Técnica,jornada_Semipresencial,-0.013691319132899974
tipo_inst_3_Centros de Formación Técnica,jornada_Vespertino,0.1382581180326793
tipo_inst_3_Centros de Formación Técnica,tipo_plan_carr_Plan Especial,-0.026054716586959667
tipo_inst_3_Centros de Formación Técnica,tipo_plan_carr_Plan Regular,0.032634421517487924
tipo_inst_3_Centros de Formación Técnica,tipo_plan_carr_Plan Regular de Continuidad,-0.022851112161720068
tipo_inst_3_Centros de Formación Técnica,dur_estudio_carr,-0.4397143323981559
tipo_inst_3_Centros de Formación Técnica,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.02319540761449586
tipo_inst_3_Centros de Formación Técnica,nivel_carrera_1_Licenciatura No Conducente a Título,-0.031729833341928686
tipo_inst_3_Centros de Formación Técnica,nivel_carrera_1_Profesional Con Licenciatura,-0.3088036205199515
tipo_inst_3_Centros de Formación Técnica,nivel_carrera_1_Profesional Sin Licenciatura,-0.18171913722896357
tipo_inst_3_Centros de Formación Técnica,nivel_carrera_1_Técnico de Nivel Superior,0.5456598418666458
tipo_inst_3_Centros de Formación Técnica,oecd_area_Agricultura,0.022879105553071606
tipo_inst_3_Centros de Formación Técnica,oecd_area_Ciencias,0.0016747794388147002
tipo_inst_3_Centros de Formación Técnica,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",-0.025861762479093595
tipo_inst_3_Centros de Formación Técnica,oecd_area_Educación,-0.05208175308373096
tipo_inst_3_Centros de Formación Técnica,oecd_area_Humanidades y Artes,-0.029960780718982238
tipo_inst_3_Centros de Formación Técnica,"oecd_area_Ingeniería, Industria y Construcción",0.003007838629337299
tipo_inst_3_Centros de Formación Técnica,oecd_area_Salud y Servicios Sociales,0.005557073186851191
tipo_inst_3_Centros de Formación Técnica,oecd_area_Servicios,0.11466352529680224
tipo_inst_3_Centros de Formación Técnica,oecd_area_Sin área definida,-0.00513082642166747
tipo_inst_3_Centros de Formación Técnica,acreditada_carr_False,0.16099779811710793
tipo_inst_3_Centros de Formación Técnica,acreditada_carr_True,-0.16075231820075317
tipo_inst_3_Centros de Formación Técnica,acreditada_inst,-0.19581548565197074
tipo_inst_3_Centros de Formación Técnica,anio_en_carr_actual,0.024490551485894782
tipo_inst_3_Centros de Formación Técnica,Class,0.013980858256022244
tipo_inst_3_Institutos Profesionales,GEN_ALU,0.029396621871221818
tipo_inst_3_Institutos Profesionales,rango_edad_15 a 19 años,-0.07545512107016965
tipo_inst_3_Institutos Profesionales,rango_edad_20 a 24 años,-0.0588385971859255
tipo_inst_3_Institutos Profesionales,rango_edad_25 a 29 años,0.04720821463880339
tipo_inst_3_Institutos Profesionales,rango_edad_30 a 34 años,0.07299224734874604
tipo_inst_3_Institutos Profesionales,rango_edad_35 a 39 años,0.04682815786425935
tipo_inst_3_Institutos Profesionales,rango_edad_40 y más años,0.03953521278225105
tipo_inst_3_Institutos Profesionales,tipo_inst_3_Centros de Formación Técnica,-0.22300871516606144
tipo_inst_3_Institutos Profesionales,tipo_inst_3_Institutos Profesionales,1.0
tipo_inst_3_Institutos Profesionales,tipo_inst_3_Universidades Estatales CRUCH,-0.3748350944359274
tipo_inst_3_Institutos Profesionales,tipo_inst_3_Universidades Privadas,-0.3872470627048071
tipo_inst_3_Institutos Profesionales,tipo_inst_3_Universidades Privadas CRUCH,-0.26190766056226455
tipo_inst_3_Institutos Profesionales,jornada_A Distancia,0.09790214077297794
tipo_inst_3_Institutos Profesionales,jornada_Diurno,-0.30907593676262873
tipo_inst_3_Institutos Profesionales,jornada_Otro,-0.05368300191775241
tipo_inst_3_Institutos Profesionales,jornada_Semipresencial,0.05339367950326803
tipo_inst_3_Institutos Profesionales,jornada_Vespertino,0.29374417055617197
tipo_inst_3_Institutos Profesionales,tipo_plan_carr_Plan Especial,-0.0824361409566254
tipo_inst_3_Institutos Profesionales,tipo_plan_carr_Plan Regular,0.09162227585959144
tipo_inst_3_Institutos Profesionales,tipo_plan_carr_Plan Regular de Continuidad,-0.03977492583646449
tipo_inst_3_Institutos Profesionales,dur_estudio_carr,-0.37838844146166994
tipo_inst_3_Institutos Profesionales,"nivel_carrera_1_Bachillerato, Ciclo Inicial o Plan Común",-0.051119093746752185
tipo_inst_3_Institutos Profesionales,nivel_carrera_1_Licenciatura No Conducente a Título,-0.06992764913618268
tipo_inst_3_Institutos Profesionales,nivel_carrera_1_Profesional Con Licenciatura,-0.6805554569234779
tipo_inst_3_Institutos Profesionales,nivel_carrera_1_Profesional Sin Licenciatura,0.5542540046944512
tipo_inst_3_Institutos Profesionales,nivel_carrera_1_Técnico de Nivel Superior,0.25746501588776016
tipo_inst_3_Institutos Profesionales,oecd_area_Agricultura,-0.05886829547314511
tipo_inst_3_Institutos Profesionales,oecd_area_Ciencias,-0.025821059648660404
tipo_inst_3_Institutos Profesionales,"oecd_area_Ciencias Sociales, Enseñanza Comercial y Derecho",0.020465279160605563
tipo_inst_3_Institutos Profesionales,oecd_area_Educación,0.040343164227941535
tipo_inst_3_Institutos Profesionales,oecd_area_Humanidades y Artes,0.050478847336213245
tipo_inst_3_Institutos Profesionales,"oecd_area_Ingeniería, Industria y Construcción",-0.05162113866384569
